percentRemaining,heart_rate(bpm),remainingMinutes,lookup
0.862337662337663,56,332,2017/06/30
0.864935064935065,60,333,2017/06/30
0.867532467532468,64,334,2017/06/30
0.87012987012987,77,335,2017/06/30
0.872727272727273,62,336,2017/06/30
0.875324675324676,67,337,2017/06/30
0.877922077922078,70,338,2017/06/30
0.880519480519481,72,339,2017/06/30
0.883116883116883,71,340,2017/06/30
0.885714285714286,68,341,2017/06/30
0.888311688311689,70,342,2017/06/30
0.890909090909091,66,343,2017/06/30
0.893506493506494,56,344,2017/06/30
0.896103896103896,56,345,2017/06/30
0.898701298701299,58,346,2017/06/30
0.901298701298702,69,347,2017/06/30
0.903896103896104,77,348,2017/06/30
0.906493506493507,107,349,2017/06/30
0.909090909090909,61,350,2017/06/30
0.911688311688312,66,351,2017/06/30
0.914285714285715,59,352,2017/06/30
0.916883116883117,65,353,2017/06/30
0.91948051948052,67,354,2017/06/30
0.922077922077922,60,355,2017/06/30
0.924675324675325,75,356,2017/06/30
0.927272727272728,62,357,2017/06/30
0.92987012987013,63,358,2017/06/30
0.932467532467533,65,359,2017/06/30
0.935064935064935,71,360,2017/06/30
0.937662337662338,77,361,2017/06/30
0.940259740259741,75,362,2017/06/30
0.942857142857143,62,363,2017/06/30
0.945454545454546,64,364,2017/06/30
0.948051948051948,67,365,2017/06/30
0.950649350649351,51,366,2017/06/30
0.953246753246754,63,367,2017/06/30
0.955844155844156,64,368,2017/06/30
0.958441558441559,58,369,2017/06/30
0.961038961038961,58,370,2017/06/30
0.963636363636364,68,371,2017/06/30
0.966233766233767,65,372,2017/06/30
0.968831168831169,66,373,2017/06/30
0.971428571428572,61,374,2017/06/30
0.974025974025974,58,375,2017/06/30
0.976623376623377,54,376,2017/06/30
0.97922077922078,63,377,2017/06/30
0.981818181818182,64,378,2017/06/30
0.984415584415585,51,379,2017/06/30
0.987012987012987,61,380,2017/06/30
0.98961038961039,62,381,2017/06/30
0.992207792207793,59,382,2017/06/30
0.994805194805195,59,383,2017/06/30
0.997402597402598,59,384,2017/06/30
1,57,385,2017/06/30
